SecFrom20170901	location	place	none
844339	0	7	89
844338	1	9	80
845845	2	9	76
845844	0	5	92
845843	0	3	98
845842	0	8	87
845841	2	4	84
845840	1	2	91
845839	1	6	76
845838	0	3	86
845837	1	8	98
845836	0	2	87
845835	0	4	75
845834	0	4	85
845833	1	3	70
845832	0	2	79
845831	0	4	77
845830	1	7	68
845829	0	4	101
845828	2	10	75
845827	0	5	71
845826	0	9	85
845825	0	6	78
845824	1	5	74
845823	0	7	89
845822	0	5	81
845821	1	4	90
845820	0	3	138
845819	1	2	88
845818	0	6	65
845817	1	9	88
844337	0	6	83
844336	0	5	70
844335	0	9	70
844334	0	5	80
844333	1	4	80
844332	0	3	71
844331	0	5	94
844330	1	8	78
844329	1	3	93
844328	1	8	79
844327	0	5	89
844326	1	2	100
844325	1	3	81
844324	1	7	86
844323	1	1	85
844322	0	3	94
844321	0	3	86
844320	0	7	73
844319	0	5	78
844318	0	7	88
844317	0	2	89
844316	0	3	89
844315	1	7	86
844314	0	4	72
844313	0	6	82
844312	1	3	82
844311	0	4	97
844310	0	7	85
844309	2	7	93
844308	0	8	85
844307	0	4	88
844306	0	5	72
844305	0	3	87
844304	0	9	86
844303	0	0	86
844302	0	4	84
844301	1	7	98
844300	2	5	96
844299	0	1	71
844298	1	5	81
844297	0	10	68
844296	0	4	79
844295	0	10	77
844294	0	5	96
844293	1	5	81
844292	0	3	85
844291	1	5	78
844290	0	3	85
844289	2	6	94
844288	0	3	71
844287	0	3	72
844286	2	2	75
844285	0	2	99
844284	1	6	90
844283	1	8	86
844282	1	3	72
844281	2	1	85
844280	1	3	73
844279	0	6	101
844278	0	2	72
844277	0	7	79
844276	0	6	80
844275	0	6	103
844274	0	7	83
844273	0	9	78
844272	0	3	84
844271	0	7	87
844270	0	6	72
844269	0	4	85
844268	0	3	85
844267	1	6	106
844266	1	4	95
844265	0	7	80
844264	1	5	83
844263	2	5	80
844262	0	2	97
844261	1	5	85
844260	2	6	79
844259	0	4	95
844258	0	5	62
844257	0	4	98
844256	0	2	70
844255	0	3	63
844254	0	8	98
844253	0	4	81
844252	1	5	92
844251	0	4	91
844250	0	6	85
844249	1	5	84
844248	0	9	73
844247	0	3	103
844246	1	8	90
844245	0	7	97
844244	0	7	93
844243	0	5	79
844242	0	4	94
844241	0	10	74
844240	1	2	80
844239	1	8	86
844238	1	4	83
844237	0	4	78
844236	0	3	84
844235	0	5	76
844234	2	9	70
844233	0	4	91
844232	0	1	93
844231	0	4	75
844230	0	5	74
844229	2	6	79
844228	0	6	101
844227	1	2	91
844226	0	3	68
844225	1	4	78
844224	0	3	70
844223	1	3	95
844222	0	4	76
844221	1	7	81
844220	0	6	94
844219	0	4	76
844218	1	6	86
844217	0	3	102
844216	0	5	98
844215	0	6	77
844214	0	8	82
844213	1	4	98
844212	0	4	119
844211	0	2	80
844210	0	4	71
844209	0	5	110
844208	0	7	78
844207	0	4	92
844206	2	5	110
844205	0	5	79
844204	0	7	101
844203	2	3	89
844202	1	4	99
844201	0	6	100
844200	0	8	103
844199	1	5	52
844198	0	5	71
844197	1	4	78
844196	0	4	81
844195	1	3	77
844194	0	2	73
844193	1	3	68
844192	1	3	84
844191	0	6	82
844190	0	5	104
844189	0	8	83
844188	0	5	81
844187	2	5	88
844186	1	5	68
844185	0	4	77
844184	0	4	90
844183	0	4	73
844182	0	3	79
844181	0	7	74
844180	0	7	87
844179	2	10	72
844178	0	5	76
844177	0	3	95
844176	0	3	78
844175	0	8	76
844174	1	4	78
844173	2	3	74
844172	0	6	77
844171	0	7	53
844170	1	7	89
844169	0	2	84
844168	0	3	66
844167	0	1	94
844166	0	4	76
844165	1	6	87
844164	1	8	69
844163	0	11	76
844162	0	4	61
844161	1	9	62
844160	1	6	76
844159	1	8	82
844158	3	3	89
844157	1	9	59
844156	0	4	72
844155	0	1	68
844154	0	5	72
844153	0	4	76
844152	1	3	78
844151	0	7	82
844150	0	8	84
844149	0	5	89
844148	0	5	88
844147	0	6	77
844146	0	4	91
844145	1	3	70
844144	0	3	77
844143	0	5	69
844142	0	3	70
844141	2	3	87
844140	0	6	79
844139	1	8	75
844138	1	6	78
844137	0	6	63
844136	0	4	82
844135	0	5	72
844134	2	5	78
844133	0	3	88
844132	1	8	74
844131	1	4	93
844130	1	7	61
844129	0	5	80
844128	0	6	85
844127	0	1	74
844126	0	5	86
844125	0	1	76
844124	1	1	88
844123	2	2	77
844122	0	5	87
844121	0	5	74
844120	0	2	80
844119	0	4	78
844118	0	5	69
844117	0	9	80
844116	1	4	82
844115	0	4	88
844114	0	6	78
844113	1	4	76
844112	0	5	75
844111	1	4	75
844110	1	7	62
844109	0	7	75
844108	2	6	74
844107	1	4	81
844106	0	4	70
844105	0	5	65
844104	0	2	55
844103	1	6	77
844102	1	6	80
844101	1	4	77
844100	2	5	95
844099	1	6	78
844098	1	3	76
844097	1	7	61
844096	2	6	73
844095	1	11	72
844094	0	5	83
844093	0	3	82
844092	0	6	69
844091	0	7	102
844090	0	2	102
844089	0	4	93
844088	1	3	82
844087	1	6	69
844086	0	5	87
844085	1	4	59
844084	0	8	69
844083	0	3	78
844082	1	5	81
844081	1	4	90
844080	0	8	71
844079	0	2	83
844078	0	6	83
844077	0	7	74
844076	0	2	91
844075	0	3	77
844074	2	5	69
844073	0	7	87
844072	0	4	66
844071	0	4	75
844070	1	4	84
844069	1	12	61
844068	0	7	86
844067	0	8	81
844066	1	7	76
844065	3	8	63
844064	1	6	70
844063	0	2	86
844062	0	5	68
844061	1	6	61
844060	0	3	80
844059	0	3	77
844058	0	4	75
844057	1	6	72
844056	1	8	67
844055	1	4	78
844054	0	10	56
844053	1	7	77
844052	0	4	77
844051	0	5	76
844050	1	5	70
844049	0	5	79
844048	0	1	65
844047	0	6	69
844046	1	6	83
844045	0	6	79
844044	2	4	61
844043	0	4	77
844042	0	2	81
844041	0	7	85
844040	1	3	86
844039	1	7	64
844038	0	4	74
844037	0	8	80
845816	0	7	77
845815	0	8	93
845814	1	4	85
845813	1	5	75
845812	0	5	81
845811	1	3	75
845810	0	6	80
845809	0	9	83
845808	0	4	74
845807	0	5	66
845806	2	6	88
845805	1	6	91
845804	2	4	73
845803	2	9	95
845802	1	5	80
845801	0	7	100
845800	1	5	85
845799	0	2	71
845798	0	7	64
845797	1	6	77
845796	1	1	96
845795	1	1	87
845794	0	6	78
845793	1	9	78
845792	0	10	72
845791	1	6	83
845790	1	6	80
845789	0	6	87
845788	0	3	79
845787	1	11	73
844036	0	6	75
844035	0	0	76
844034	0	4	83
844033	1	4	72
844032	1	3	74
844031	1	7	89
844030	0	10	90
844029	0	3	76
844028	0	4	77
844027	1	6	69
844026	0	1	84
844025	0	7	72
844024	3	7	79
844023	1	4	72
844022	0	13	75
844021	0	3	85
844020	1	3	84
844019	1	2	70
844018	0	6	72
844017	2	9	97
844016	0	8	85
844015	0	4	84
844014	2	3	71
844013	0	3	90
844012	0	4	77
844011	0	2	70
844010	0	3	69
844009	1	3	89
844008	0	3	69
844007	0	4	73
844006	1	2	64
844005	0	4	66
844004	2	4	76
844003	0	6	79
844002	0	3	74
844001	0	5	76
844000	1	3	91
843999	0	3	70
843998	1	16	74
843997	0	10	68
843996	0	5	80
843995	0	3	72
843994	0	2	81
843993	0	4	67
843992	0	5	83
843991	0	4	84
843990	1	4	78
843989	1	3	71
843988	0	5	95
843987	0	3	66
843986	0	2	103
843985	0	4	84
843984	1	6	76
843983	1	2	101
843982	0	3	79
843981	0	9	67
843980	2	5	85
843979	0	3	85
843978	0	5	74
843977	1	6	79
843976	0	6	76
843975	0	1	70
843974	1	8	76
843973	1	6	75
843972	1	9	68
843971	0	5	74
843970	0	1	94
843969	0	6	76
843968	0	1	72
843967	0	6	84
843966	0	4	79
843965	0	7	70
843964	1	4	66
843963	0	3	103
843962	2	7	84
843961	1	5	84
843960	0	7	83
843959	0	8	75
843958	1	8	68
843957	1	6	60
843956	0	3	77
843955	0	2	77
843954	0	6	77
843953	0	5	64
843952	1	8	79
843951	0	7	62
843950	0	3	67
843949	0	6	68
843948	1	6	67
843947	1	5	63
843946	1	5	72
843945	0	6	60
843944	0	5	93
843943	2	8	76
843942	2	6	86
843941	0	6	74
843940	0	6	75
843939	1	2	66
843938	0	4	87
843937	0	4	65
843936	1	5	70
843935	0	3	63
843934	1	6	86
843933	0	7	71
843932	0	3	77
843931	3	7	82
843930	0	3	89
843929	1	5	79
843928	1	7	76
843927	1	7	83
843926	2	5	85
843925	2	6	67
843924	0	4	77
843923	0	3	73
843922	0	6	77
843921	0	6	82
843920	1	3	60
843919	6	7	84
843918	0	3	87
843917	0	6	66
843916	1	4	94
843915	0	7	74
843914	1	8	87
843913	1	5	81
843912	0	4	73
843911	0	1	82
843910	1	3	79
843909	1	4	89
843908	0	9	70
843907	0	4	77
843906	0	7	84
843905	0	2	90
843904	0	3	95
843903	1	5	90
843902	0	5	80
843901	1	2	76
843900	0	7	74
843899	1	5	73
843898	0	7	77
843897	0	7	64
843896	0	5	77
843895	0	3	66
843894	0	1	70
843893	1	3	67
843892	0	8	76
843891	0	4	70
843890	1	1	71
843889	0	6	65
843888	0	4	76
843887	1	3	79
843886	1	4	93
843885	1	6	78
843884	0	10	63
843883	0	6	93
843882	0	3	76
843881	1	4	73
843880	1	2	68
843879	0	1	79
843878	1	4	80
843877	1	4	87
843876	1	4	82
843875	1	5	72
843874	0	4	77
843873	0	2	65
843872	0	6	67
843871	0	7	71
843870	0	6	72
843869	0	5	76
843868	2	5	80
843867	0	6	91
843866	1	7	72
843865	1	6	69
843864	1	4	84
843863	0	6	92
843862	0	4	71
843861	0	7	68
843860	1	5	78
843859	0	5	66
843858	3	1	60
843857	3	4	66
843856	0	4	61
843855	0	3	64
843854	1	6	71
843853	0	3	90
843852	0	3	76
843851	0	13	81
843850	0	2	83
843849	1	4	57
843848	0	4	87
843847	1	2	71
843846	0	3	74
843845	0	1	77
843844	1	4	65
843843	0	10	62
843842	2	0	88
843841	0	6	77
843840	0	7	63
843839	1	3	78
843838	0	5	75
843837	0	7	81
843836	0	2	75
843835	0	3	83
843834	0	7	78
843833	1	3	71
843832	0	3	98
843831	0	6	81
843830	0	6	75
843829	0	2	79
843828	0	1	65
843827	0	4	73
843826	0	6	57
843825	1	2	69
843824	0	5	69
843823	0	7	53
843822	1	3	80
843821	1	3	70
843820	0	8	63
843819	0	3	63
843818	1	7	71
843817	1	3	71
843816	0	5	83
843815	0	8	84
843814	0	5	84
843813	1	1	65
843812	0	3	75
843811	1	9	72
843810	1	8	83
843809	0	3	80
843808	1	4	73
843807	0	2	81
843806	1	11	76
843805	1	5	83
843804	0	0	73
843803	0	5	83
843802	1	3	88
843801	0	3	103
843800	0	3	84
843799	0	8	85
843798	1	2	96
843797	0	6	78
843796	0	1	78
843795	1	4	63
843794	0	3	73
843793	0	2	81
843792	0	5	74
843791	0	6	89
843790	1	5	84
843789	0	0	75
843788	1	4	77
843787	0	6	82
843786	0	4	85
843785	0	6	92
843784	0	5	67
843783	0	3	78
843782	0	9	100
843781	1	7	82
843780	0	8	81
843779	1	8	80
843778	0	2	67
843777	0	7	66
843776	0	6	89
843775	0	3	84
843774	1	9	68
843773	0	5	77
843772	1	3	77
843771	0	7	94
843770	0	6	82
843769	1	2	63
843768	1	8	90
843767	0	3	67
843766	0	3	77
843765	1	6	72
843764	1	7	80
843763	0	7	75
843762	1	1	74
843761	0	5	82
843760	0	1	90
843759	0	5	87
843758	0	7	92
843757	0	5	94
843756	0	5	76
843755	0	12	77
843754	0	2	80
843753	2	3	91
843752	1	4	79
843751	0	5	73
843750	1	3	75
843749	0	6	77
843748	0	6	83
843747	0	6	79
843746	0	6	89
843745	0	5	84
843744	0	4	82
843743	1	10	67
843742	1	4	71
843741	3	7	70
843740	1	4	82
843739	0	5	72
843738	0	5	94
843737	0	4	93
843736	0	6	77
843735	2	8	79
843734	0	3	89
843733	0	6	77
843732	0	2	81
843731	0	5	84
843730	0	6	70
843729	0	8	82
843728	0	8	93
843727	0	9	104
843726	0	3	78
843725	0	3	74
845786	0	8	96
845785	1	8	69
845784	2	8	77
845783	0	4	79
845782	1	6	72
845781	0	4	70
845780	0	6	78
845779	1	4	141
845778	2	2	92
845777	1	3	80
845776	0	6	86
845775	1	3	92
845774	0	5	93
845773	2	2	89
845772	1	2	96
845771	1	6	170
845770	0	9	95
845769	0	3	88
845768	1	5	88
845767	0	2	68
845766	0	9	133
845765	0	3	92
845764	1	1	72
845763	0	3	76
845762	1	1	76
845761	0	2	81
845760	1	3	78
843724	1	6	92
843723	0	4	88
843722	0	5	85
843721	0	7	85
843720	1	3	78
843719	2	3	89
843718	0	3	85
843717	0	4	77
843716	0	3	83
843715	0	7	75
843714	2	4	85
843713	0	7	81
843712	0	6	83
843711	0	7	80
843710	1	10	75
843709	0	3	85
843708	0	3	84
843707	0	6	91
843706	0	6	93
843705	0	1	84
843704	0	4	86
843703	0	8	74
843702	0	3	78
843701	0	4	89
843700	0	7	85
843699	0	0	93
843698	0	4	83
843697	0	5	95
843696	0	4	90
843695	1	2	71
843694	0	3	79
843693	0	10	72
843692	0	4	88
843691	0	4	88
843690	0	5	91
843689	0	6	78
843688	0	5	74
843687	1	4	79
843686	0	6	72
843685	0	5	77
843684	0	3	103
843683	0	5	85
843682	0	7	92
843681	0	2	86
843680	1	9	87
843679	0	5	82
843678	0	3	81
843677	0	5	87
843676	0	8	78
843675	0	5	89
843674	0	11	87
843673	0	7	91
843672	1	4	102
843671	1	5	100
843670	0	2	87
843669	1	4	94
843668	1	8	83
843667	1	6	96
843666	0	6	98
843665	1	3	87
843664	1	5	87
843663	0	3	81
843662	0	1	89
843661	1	2	81
843660	1	2	78
843659	3	2	87
843658	2	4	91
843657	0	4	74
843656	0	3	83
843655	1	3	84
843654	0	3	73
843653	1	5	62
843652	2	3	70
843651	0	9	73
843650	0	6	80
843649	0	3	79
843648	0	3	78
843647	1	2	86
843646	0	6	71
845759	0	10	90
845758	0	3	85
845757	0	1	76
845756	0	10	73
845755	2	7	83
845754	1	3	73
845753	0	1	75
845752	1	5	68
845751	0	4	74
845750	0	5	72
845749	0	4	80
845748	0	6	72
845747	1	8	77
845746	0	7	70
845745	0	2	82
845744	1	3	84
845743	0	5	83
845742	1	9	76
845741	1	4	85
845740	0	2	80
845739	0	4	79
845738	0	2	83
845737	0	1	81
845736	1	4	90
845735	2	3	90
845734	1	8	79
845733	1	4	75
845732	1	8	136
845731	0	6	77
842696	1	5	77
842695	0	2	77
842694	0	2	91
842693	0	4	91
842692	0	4	87
842691	1	4	83
842690	1	5	77
842689	1	4	73
842688	2	7	64
842687	0	3	68
842686	2	8	74
842685	1	7	77
842684	1	4	95
842683	0	1	69
842682	0	6	71
842681	0	2	87
842680	1	5	80
842679	1	3	85
842678	0	5	58
842677	0	4	79
842676	0	5	61
842675	0	7	81
842674	1	0	76
842673	1	3	71
842672	0	6	66
842671	0	5	80
842670	0	4	75
842669	0	6	84
842668	0	8	68
842667	0	1	74
842666	0	2	88
842665	1	3	71
842664	0	4	60
842663	0	3	67
842662	1	2	80
842661	0	10	82
842660	0	4	58
842659	0	3	74
842658	2	10	63
842657	0	5	78
842656	1	5	76
842655	1	4	87
842654	0	6	74
842653	0	2	60
842652	1	7	83
842651	1	6	79
842650	1	9	80
842649	0	2	74
842648	0	6	74
842647	0	6	96
842646	0	4	78
842645	1	8	67
842644	4	7	75
842643	1	5	75
842642	0	4	78
842641	3	2	88
842640	0	5	75
842639	2	5	73
842638	0	1	105
842637	0	3	79
842636	0	2	66
842635	0	5	83
842634	0	2	65
842633	1	7	78
842632	1	3	83
842631	0	5	73
842630	0	6	87
842629	0	5	77
842628	0	1	75
842627	0	2	73
842626	1	6	83
842625	0	4	64
842624	1	6	70
842623	0	8	83
842622	0	3	84
842621	0	5	77
842620	0	5	70
842619	0	3	80
842618	1	1	74
842617	0	8	69
842616	0	11	80
842615	2	7	77
842614	1	7	87
842613	0	8	91
842612	0	8	66
842611	0	5	83
842610	1	8	83
842609	0	5	71
842608	2	4	89
842607	0	3	68
842606	1	1	67
842605	0	5	74
842604	0	4	84
842603	0	4	76
842602	2	5	69
842601	3	2	63
842600	1	5	82
842599	1	5	89
842598	0	5	77
842597	1	6	77
842596	1	7	74
842595	0	3	78
842594	1	6	76
842593	1	4	82
842592	1	5	87
842591	0	2	69
842590	0	5	84
842589	1	2	79
842588	0	4	76
842587	0	3	86
842586	0	7	101
842585	1	3	84
842584	1	0	69
842583	0	10	93
842582	1	6	71
842581	1	7	81
842580	0	6	71
842579	2	6	84
842578	0	4	75
842577	0	5	75
842576	0	7	67
842575	1	5	82
842574	1	5	73
842573	0	5	72
842572	1	2	73
842571	1	5	70
842570	0	3	68
842569	0	6	85
842568	0	0	80
842567	0	5	80
842566	0	6	88
842565	1	4	67
842564	1	6	69
842563	1	2	67
842562	0	7	75
842561	0	5	104
842560	1	3	59
842559	1	4	62
842558	2	7	64
842557	1	7	85
842556	0	7	69
842555	1	9	65
842554	2	4	77
842553	0	4	88
842552	1	4	70
842551	0	2	66
842550	0	3	75
842549	0	4	83
842548	2	4	103
842547	1	8	78
842546	1	7	78
842545	0	5	87
842544	0	8	78
842543	0	5	72
842542	0	6	88
842541	0	9	67
842540	0	3	72
842539	0	9	84
842538	1	1	71
842537	0	1	79
842536	1	9	81
842535	0	5	81
842534	0	4	68
842533	0	10	63
842532	1	5	73
842531	1	4	90
842530	0	5	72
842529	0	7	63
842528	1	7	81
842527	0	5	82
842526	0	3	89
842525	1	7	74
842524	0	5	79
842523	0	0	88
842522	1	5	81
842521	0	3	80
842520	0	7	77
842519	0	4	66
842518	0	4	81
842517	1	4	83
842516	0	4	63
842515	2	9	87
842514	0	4	63
842513	0	5	77
842512	0	3	68
842511	0	1	85
842510	0	7	97
842509	1	6	80
842508	2	2	73
842507	0	4	88
842506	1	5	74
842505	0	6	70
842504	0	8	87
842503	0	6	74
842502	0	8	79
842501	0	5	90
842500	0	2	74
842499	0	3	65
842498	1	3	79
842497	0	4	89
842496	0	3	56
842495	0	4	79
842494	0	8	77
842493	0	4	79
842492	0	7	70
842491	0	6	76
842490	1	3	80
842489	1	4	72
842488	1	4	61
842487	0	7	67
842486	0	3	88
842485	0	1	92
842484	1	5	71
842483	0	7	73
842482	0	5	73
842481	0	2	76
842480	0	2	68
842479	1	5	79
826428	1	5	91
826427	0	9	77
826426	0	8	78
826425	0	7	103
826424	1	10	93
826423	4	4	90
826422	1	6	91
826421	0	5	105
826420	1	8	86
826419	1	4	102
826418	2	5	81
826417	1	4	87
826416	0	3	77
826415	0	13	88
826414	2	5	81
826413	0	8	86
826412	0	9	74
826411	0	5	90
826410	2	9	97
826409	1	8	95
826408	0	3	90
826407	1	8	85
826406	0	2	84
826405	0	7	100
826404	0	10	89
826403	0	7	105
826402	0	4	91
826401	0	4	90
826400	1	4	77
826399	0	15	88
826398	0	3	100
826397	4	7	96
826396	2	7	83
826395	0	8	110
826394	0	3	91
826393	2	4	94
826392	1	9	100
826391	0	4	104
826390	0	9	100
826389	1	5	105
826388	2	4	107
826387	2	11	85
826386	0	7	85
826385	0	11	89
826384	1	8	107
826383	2	9	91
826382	1	8	86
826381	1	2	100
826380	1	8	98
826379	0	5	95
826378	2	5	101
826377	0	5	115
826376	1	4	111
826375	2	2	90
826374	0	13	91
826373	0	9	82
826372	2	4	86
826371	4	9	85
826370	0	2	71
826369	0	6	85
826368	2	9	93
826367	0	10	91
826366	0	7	85
826365	0	8	98
826364	0	6	110
826363	2	12	94
826362	1	9	100
826361	1	6	101
826360	1	11	81
826359	2	10	93
826358	0	1	98
826357	3	3	93
826356	1	7	99
826355	1	6	90
826354	0	6	98
826353	0	6	106
826352	0	7	110
826351	0	8	69
826350	0	3	76
826349	1	8	93
826348	3	7	91
826347	0	6	84
826346	1	7	95
826345	0	10	87
826344	1	4	83
826343	1	11	94
826342	1	7	88
826341	0	9	97
826340	1	4	91
826339	2	10	91
826338	1	6	90
826337	5	12	82
826336	3	8	93
826335	1	10	81
826334	1	7	97
826333	0	10	85
826332	0	10	93
826331	0	7	81
826330	1	5	104
826329	0	7	108
826328	1	12	83
826327	0	7	117
826326	1	9	91
826325	0	9	76
826324	2	9	105
826323	1	7	97
826322	0	15	109
826321	2	1	74
826320	1	9	101
826319	0	12	99
826318	0	6	100
826317	1	8	98
826316	3	4	95
826315	0	7	95
826314	0	10	86
826313	0	6	98
826312	2	3	82
826311	0	8	102
826310	1	7	93
826309	0	13	94
826308	0	8	86
826307	1	2	83
826306	1	7	91
826305	0	12	116
826304	0	6	96
826303	2	2	84
826302	2	8	105
826301	1	4	82
826300	0	7	109
826299	0	5	103
826298	3	10	100
826297	0	9	75
826296	1	7	110
826295	2	3	95
826294	1	10	112
826293	0	5	115
826292	0	16	95
826291	0	12	82
826290	1	5	97
826289	0	2	79
826288	0	7	106
826287	2	7	97
826286	1	9	89
826285	2	11	94
826284	1	4	84
826283	0	4	105
826282	3	5	80
826281	1	8	89
826280	0	6	103
826279	1	7	95
826278	2	8	106
826277	2	10	97
826276	1	6	105
826275	0	11	82
826274	0	8	87
826273	1	2	108
826272	1	9	104
826271	2	7	101
826270	2	4	89
826269	1	13	95
826268	1	8	88
826267	3	5	109
826266	1	4	96
826265	3	10	105
826264	1	5	111
826263	1	13	77
826262	0	2	106
826261	0	4	101
826260	0	2	91
826259	4	11	100
826258	1	4	102
826257	0	4	94
826256	0	7	92
826255	1	4	85
826254	0	8	95
826253	1	10	90
826252	1	6	94
826251	1	5	93
826250	0	7	122
826249	1	7	94
826248	1	8	113
826247	0	6	90
826246	0	7	95
826245	0	10	102
826244	0	12	113
826243	0	3	96
826242	1	10	97
826241	0	6	85
826240	1	13	85
826239	3	9	95
826238	0	6	107
826237	2	9	108
826236	0	13	105
826235	0	5	102
826234	1	7	107
826233	0	3	105
826232	1	5	118
826231	1	9	96
826230	0	10	88
826229	0	5	101
826228	1	4	113
826227	0	7	85
826226	1	5	125
826225	1	3	118
826224	1	4	113
826223	0	9	86
826222	0	9	100
826221	0	6	131
826220	0	11	119
826219	0	5	108
826218	1	4	125
826217	2	7	89
826216	0	7	95
826215	0	12	106
826214	1	8	98
826213	0	11	113
826212	0	8	104
826211	0	12	96
826210	1	5	106
826209	0	6	104
826208	0	10	107
826207	0	7	108
826206	3	9	110
826205	1	11	126
826204	1	7	125
826203	2	9	125
826202	0	7	100
826201	0	6	110
826200	0	7	114
826199	4	8	89
826198	2	9	81
826197	0	12	95
826196	0	15	95
826195	0	9	106
826194	0	12	96
826193	1	7	100
826192	0	8	126
826191	2	10	142
826190	0	6	109
826189	0	7	95
826188	2	11	90
826187	1	9	99
826186	0	10	102
826185	1	10	99
826184	0	10	102
826183	0	7	96
826182	1	8	96
826181	0	13	107
826180	0	9	111
826179	1	7	115
826178	1	9	96
826177	0	6	116
826176	0	9	122
826175	0	13	108
826174	1	12	79
826173	0	7	114
826172	1	7	100
826171	0	8	93
826170	0	2	122
826169	1	12	96
826168	0	10	106
826167	1	11	91
826166	0	7	107
826165	0	8	108
826164	2	6	112
826163	1	9	90
826162	0	5	100
826161	1	11	96
826160	2	6	94
826159	0	10	83
826158	1	6	91
826157	0	16	81
826156	0	8	91
826155	2	8	90
826154	1	5	107
826153	0	7	87
826152	0	10	87
826151	2	8	88
826150	0	9	111
826149	0	4	82
826148	0	9	119
826147	3	8	105
826146	1	7	94
826145	1	7	83
826144	0	12	116
826143	0	9	100
826142	1	8	107
826141	1	7	95
826140	1	11	97
826139	1	10	101
826138	0	8	79
826137	1	8	89
826136	0	8	94
826135	1	13	91
826134	1	9	86
826133	0	14	109
826132	1	11	89
826131	1	10	91
826130	0	13	92
826129	0	9	86
826128	0	5	89
826127	0	11	87
826126	1	13	107
826125	0	10	113
826124	1	10	99
826123	0	12	82
826122	0	8	93
826121	1	11	97
826120	0	13	102
826119	0	10	116
826118	2	10	101
826117	0	12	114
826116	0	9	98
826115	0	8	83
826114	1	11	118
826113	0	4	91
826112	0	10	103
826111	0	8	104
826110	0	4	95
826109	1	16	114
826108	0	9	101
826107	0	16	104
826106	0	13	103
826105	1	13	114
826104	1	8	108
826103	1	12	99
826102	2	11	99
826101	0	9	103
826100	1	6	118
826099	0	12	87
826098	1	7	90
826097	0	10	97
826096	0	8	93
826095	0	8	100
826094	2	7	90
826093	0	11	93
826092	1	10	106
826091	1	6	83
826090	1	9	90
826089	0	9	89
826088	2	8	81
826087	3	9	94
826086	3	5	93
826085	0	5	99
826084	1	2	90
826083	0	2	104
826082	1	3	74
826081	0	6	74
826080	0	1	95
826079	0	8	100
826078	2	8	88
826077	1	5	99
826076	1	8	88
826075	1	8	92
826074	0	9	100
826073	0	8	71
826072	0	11	84
826071	1	8	86
826070	1	7	80
826069	0	4	101
826068	0	11	81
826067	2	5	90
826066	1	9	94
826065	0	4	81
826064	0	12	84
826063	0	7	79
826062	1	7	107
826061	2	4	73
826060	0	5	91
826059	0	10	81
826058	0	13	89
826057	0	6	66
826056	0	5	74
826055	2	7	104
826054	1	0	84
826053	1	6	99
826052	1	6	85
826051	1	4	81
826050	0	14	94
826049	0	6	85
826048	1	8	89
826047	0	7	82
826046	1	9	104
826045	0	10	90
826044	0	3	87
826043	0	7	91
826042	1	10	76
826041	0	7	94
826040	1	6	95
826039	0	5	92
826038	0	7	81
826037	0	5	67
826036	2	2	91
826035	1	3	95
826034	0	5	84
826033	2	10	92
826032	0	5	71
826031	1	7	83
826030	0	5	76
826029	1	7	83
826028	0	7	80
826027	0	5	80
826026	0	5	84
826025	0	7	73
826024	0	9	69
826023	1	8	84
826022	1	2	69
826021	0	9	74
826020	0	10	84
826019	0	8	90
826018	1	3	81
826017	1	4	103
826016	1	8	79
826015	1	1	99
826014	3	7	106
826013	0	7	73
826012	0	7	104
826011	1	8	82
826010	1	4	88
826009	0	7	77
826008	1	6	106
826007	0	7	82
826006	2	9	89
826005	2	7	81
826004	0	7	85
826003	1	4	87
826002	0	7	95
826001	0	4	70
826000	0	8	84
825999	1	7	79
825998	0	5	97
825997	0	3	78
825996	1	9	97
825995	1	3	88
825994	1	6	85
825993	0	4	83
825992	0	4	71
825991	1	7	77
825990	0	4	92
825989	1	4	72
825988	0	11	78
825987	1	6	83
825986	1	3	80
825985	0	2	85
825984	0	3	81
825983	0	2	89
825982	0	9	74
825981	0	4	88
825980	0	7	73
825979	0	5	77
825978	0	3	94
825977	0	4	74
825976	1	14	74
825975	3	2	91
825974	1	8	92
825973	1	6	85
825972	0	6	72
825971	0	8	92
825970	1	6	91
825969	1	5	74
825968	3	3	98
825967	1	10	87
825966	1	3	91
825965	0	11	108
825964	0	3	86
825963	0	8	92
825962	1	7	88
825961	1	10	96
825960	2	6	71
825959	0	8	89
825958	0	3	80
825957	1	4	81
825956	0	7	75
825955	1	5	94
825954	1	5	65
825953	0	4	70
825952	0	7	79
825951	0	8	69
825950	0	11	72
825949	0	7	86
825948	0	5	79
825947	1	6	90
825946	1	3	110
825945	1	5	77
825944	1	6	79
825943	2	3	56
825942	0	8	96
825941	1	4	94
825940	0	1	79
825939	1	6	108
825938	2	5	81
825937	1	4	79
825936	0	5	90
825935	1	10	98
825934	1	7	76
825933	0	7	78
825932	2	5	87
825931	0	2	77
825930	0	4	81
825929	2	6	88
825928	0	6	87
825927	1	7	89
825926	2	7	87
825925	1	11	67
825924	0	7	74
825923	2	5	87
825922	0	5	88
825921	0	6	80
825920	1	6	110
825919	1	6	87
825918	0	5	69
825917	2	3	73
825916	1	6	67
825915	0	1	77
825914	0	5	99
825913	2	7	77
825912	1	7	75
825911	1	4	89
825910	0	3	86
825909	1	7	65
825908	1	10	95
825907	0	2	86
825906	1	7	69
825905	0	9	96
825904	0	5	115
825903	2	7	91
