SecFrom20170901	location	place	none
884186	0	2	32
884185	0	0	28
884184	0	0	37
884183	0	2	35
884182	0	0	36
884181	0	3	33
884180	0	3	28
884179	0	0	35
884178	0	0	24
884177	0	0	36
884176	0	0	30
884175	0	0	33
884174	0	0	29
884173	0	0	34
884172	0	2	37
884171	0	0	32
884170	0	4	24
884169	1	0	27
884168	0	1	29
884167	0	3	26
884166	0	1	29
884165	0	0	31
884164	0	1	41
884163	0	2	37
884162	0	0	29
884161	0	1	25
884160	0	0	30
884159	0	0	30
884158	1	1	31
884157	0	0	20
884156	0	2	21
884155	0	2	23
884154	0	1	35
884153	0	1	23
884152	0	2	25
884151	0	0	28
884150	0	0	25
884149	0	1	34
884148	0	1	28
884147	0	0	24
884146	0	0	21
884145	1	1	26
884144	0	1	30
884143	0	1	33
884142	0	1	25
884141	0	1	35
884140	0	0	35
884139	0	0	28
884138	0	0	40
884137	0	1	17
884136	0	0	28
884135	0	0	34
884134	0	0	20
884133	0	0	29
884132	0	0	37
884131	0	1	35
884130	0	2	27
884129	0	1	30
884128	0	0	18
884127	0	3	29
884126	0	1	28
884125	0	0	28
884124	1	0	23
884123	0	3	30
884122	0	0	30
884121	0	2	27
884120	0	2	31
884119	0	0	31
884118	2	1	44
884117	0	1	27
884116	0	0	28
884115	0	1	26
884114	0	1	30
884113	0	1	28
884112	0	0	27
884111	0	0	21
884110	0	0	28
884109	0	1	35
884108	0	0	32
884107	0	0	35
884106	0	1	42
884105	0	2	47
884104	0	1	46
884103	1	0	43
884102	0	1	35
884101	0	2	29
884100	0	1	30
884099	0	2	28
884098	0	0	24
884097	0	0	14
884096	0	1	27
884095	0	2	28
884094	0	1	29
884093	0	2	24
884092	0	0	42
884091	0	2	34
884090	0	1	26
884089	0	1	28
884088	0	0	28
884087	0	0	27
884086	1	0	24
884085	0	1	21
884084	0	0	23
884083	1	1	36
884082	0	1	28
884081	0	0	27
884080	0	1	34
884079	0	1	25
884078	1	2	28
884077	0	0	27
884076	1	1	33
884075	0	1	31
884074	0	1	33
884073	0	0	27
884072	0	0	30
884071	0	1	23
884070	0	2	29
884069	0	0	29
884068	0	1	23
884067	1	1	39
884066	0	0	35
884065	0	2	26
884064	0	0	31
884063	0	2	21
884062	0	0	30
884061	0	2	25
884060	0	0	43
884059	0	0	30
884058	0	0	30
884057	0	1	29
884056	0	2	43
884055	0	0	36
884054	0	0	42
884053	0	0	29
884052	0	1	24
884051	0	0	32
884050	0	0	25
884049	0	1	38
884048	0	0	28
884047	0	1	27
884046	0	0	24
884045	1	1	33
884044	0	0	27
884043	0	1	37
884042	0	1	27
884041	0	3	26
884040	0	3	22
884039	0	1	35
884038	0	1	27
884037	0	0	25
884036	0	2	25
884035	0	2	32
884034	0	1	37
884033	1	0	22
884032	0	0	25
884031	0	1	18
884030	0	0	29
884029	0	3	25
884028	0	1	29
884027	0	0	31
884026	0	0	20
884025	1	0	38
884024	0	2	28
884023	0	0	29
884022	0	1	26
884021	0	3	32
884020	0	1	40
884019	0	0	31
884018	0	1	24
884017	0	0	28
884016	0	2	30
884015	0	0	27
884014	0	1	43
884013	0	0	32
884012	0	0	42
884011	0	1	35
884010	0	1	30
884009	0	2	24
884008	0	0	22
884007	1	0	33
884006	0	3	18
884005	0	2	30
884004	1	1	28
884003	0	0	30
884002	0	1	31
884001	0	1	18
884000	0	1	18
883999	0	0	23
883998	0	0	31
883997	0	2	33
883996	0	1	20
883995	1	2	25
883994	0	0	44
883993	0	0	28
883992	0	1	25
883991	0	1	42
883990	0	0	29
883989	0	0	21
883988	0	1	39
883987	0	2	36
883986	0	0	35
883985	0	1	35
883984	0	0	31
883983	0	0	30
883982	0	1	31
883981	1	1	25
883980	0	3	33
883979	1	0	23
883978	0	1	33
883977	1	0	31
883976	0	1	21
883975	0	1	23
883974	0	2	33
883973	0	1	27
883972	0	2	28
883971	0	1	28
883970	0	2	27
883969	0	3	26
883968	0	0	29
883967	0	0	22
883966	0	2	26
883965	0	0	19
883964	0	1	31
883963	1	0	20
883962	0	0	18
883961	0	2	21
883960	0	0	23
883959	0	2	31
883958	0	0	38
883957	0	0	31
883956	0	0	33
883955	0	0	25
883954	0	0	31
883953	0	1	26
883952	0	1	25
883951	0	0	22
883950	1	1	24
883949	0	2	27
883948	0	0	40
883947	0	1	28
883946	0	2	33
883945	0	0	39
883944	0	2	33
883943	0	0	41
883942	0	2	34
883941	0	0	32
883940	0	1	32
883939	0	2	32
883938	0	0	41
883937	1	0	24
883936	0	1	31
883935	0	2	30
883934	0	1	48
883933	0	1	31
883932	0	2	33
883931	0	0	44
883930	0	1	34
883929	0	0	25
883928	0	0	50
883927	0	0	36
883926	0	1	31
883925	0	0	37
883924	2	1	27
883923	0	0	41
883922	0	0	30
883921	0	1	34
883920	0	1	28
883919	1	1	26
883918	1	0	28
883917	0	1	37
883916	0	1	21
883915	0	2	36
883914	0	0	28
883913	0	0	32
883912	1	1	26
883911	0	1	29
883910	0	0	36
883909	0	0	37
883908	0	2	28
883907	0	1	39
883906	0	1	30
883905	0	0	31
883904	0	0	23
883903	0	2	31
883902	0	0	62
883901	0	0	32
883900	0	1	17
883899	0	1	29
883898	0	1	26
883897	0	1	37
883896	0	0	28
883895	0	1	33
883894	0	2	28
883893	0	0	29
883892	0	0	38
883891	0	1	41
883890	0	1	38
883889	0	1	28
883888	0	1	33
883887	0	1	37
883886	0	1	34
883885	1	0	29
883884	1	0	27
883883	0	1	30
883882	0	1	26
883881	0	2	32
883880	0	0	27
883879	0	1	26
883878	0	0	30
883877	0	1	24
883876	0	0	34
883875	0	0	27
883874	0	2	25
883873	0	1	38
883872	0	0	37
883871	0	1	35
883870	0	0	35
883869	0	0	23
883868	0	3	38
883867	0	4	25
883866	0	0	38
883865	0	0	28
883864	0	1	32
883863	0	1	42
883862	0	0	26
883861	0	2	43
883860	0	0	30
883859	0	1	30
883858	0	1	32
883857	0	0	31
883856	0	1	20
883855	0	0	33
883854	0	0	28
883853	0	2	23
883852	1	1	36
883851	0	1	27
883850	0	2	26
883849	0	0	28
883848	0	1	37
883847	0	0	23
883846	0	2	32
883845	1	1	40
883844	0	1	33
883843	0	1	35
883842	0	1	33
883841	0	1	36
883840	1	3	35
883839	0	1	33
883838	0	0	23
883837	0	1	30
883836	0	0	24
883835	0	2	29
883834	0	1	18
883833	0	4	36
883832	0	0	27
883831	0	1	33
883830	1	0	38
883829	0	0	22
883828	0	1	27
883827	0	1	37
883826	0	0	35
883825	0	0	36
883824	0	0	27
883823	1	1	47
883822	0	1	37
883821	0	0	44
883820	0	1	34
883819	0	2	28
883818	0	2	37
883817	0	1	44
883816	0	0	38
883815	0	0	53
883814	0	0	40
883813	0	2	40
883812	0	2	32
883811	1	3	39
883810	0	2	34
883809	0	1	39
883808	0	1	49
883807	0	0	43
883806	1	1	36
883805	0	1	39
883804	0	0	32
883803	2	1	45
883802	0	0	45
883801	1	0	51
883800	0	1	35
883799	1	0	20
883798	0	1	28
883797	0	1	27
883796	0	1	30
883795	1	2	27
883794	0	0	27
883793	0	1	33
883792	0	3	25
883791	0	1	28
883790	1	1	32
883789	0	0	21
883788	0	5	30
883787	0	1	20
883786	0	2	23
883785	0	0	29
883784	1	0	30
883783	0	1	26
883782	0	0	37
883781	0	1	29
883780	0	4	28
883779	0	2	29
883778	0	2	34
883777	0	0	25
883776	0	2	18
883775	1	0	31
883774	0	2	30
883773	0	1	29
883772	0	3	34
883771	0	0	28
883770	0	0	26
883769	0	0	30
883768	0	0	31
883767	0	1	30
883766	1	1	23
883765	0	3	38
883764	0	1	28
883763	0	2	27
883762	0	0	29
883761	0	0	35
883760	0	2	13
883759	0	1	27
883758	0	0	34
883757	0	1	17
883756	0	0	30
883755	0	0	22
883754	0	0	26
883753	0	1	28
883752	0	0	37
883751	0	0	29
883750	0	2	35
883749	0	0	32
883748	0	1	33
883747	1	1	27
883746	1	0	22
883745	0	1	26
883744	0	1	27
883743	0	1	23
883742	0	1	33
883741	0	0	29
883740	0	0	33
883739	0	2	29
883738	0	0	22
883737	0	0	41
883736	0	3	31
883735	0	2	15
883734	0	1	27
883733	0	1	34
883732	0	0	29
883731	0	1	25
883730	0	2	16
883729	0	1	31
883728	0	0	22
883727	0	2	32
883726	0	2	23
883725	0	0	28
883724	0	2	19
883723	1	0	33
883722	0	0	34
883721	0	1	28
883720	0	1	25
883719	0	1	22
883718	0	2	30
883717	0	0	24
883716	0	2	23
883715	0	0	31
883714	0	3	34
883713	0	2	36
883712	0	0	30
883711	0	0	32
883710	1	0	28
883709	0	0	26
883708	0	1	31
883707	0	0	30
883706	0	2	33
883705	0	0	31
883704	0	0	30
883703	0	1	32
883702	0	0	31
883701	0	0	30
883700	0	1	29
883699	0	0	25
883698	0	1	25
883697	0	0	36
883696	0	0	31
883695	0	1	32
883694	0	0	17
883693	0	1	30
883692	0	0	32
883691	0	0	26
883690	0	0	25
883689	0	0	24
883688	0	3	30
883687	0	1	31
883686	0	0	25
883685	0	0	22
883684	0	2	33
883683	0	0	33
883682	0	0	27
883681	0	0	38
883680	0	2	30
883679	1	0	25
883678	0	2	24
883677	0	0	29
883676	0	0	33
883675	0	0	20
883674	1	0	30
883673	0	1	25
883672	0	0	36
883671	0	0	25
883670	0	2	26
883669	0	1	20
883668	0	1	28
883667	0	1	30
883666	0	1	41
883665	0	1	28
883664	0	1	32
883663	0	2	24
883662	0	2	24
883661	0	1	26
883660	0	3	37
883659	0	1	42
883658	0	1	22
883657	0	1	26
883656	0	0	30
883655	0	2	33
883654	0	1	20
883653	0	1	21
883652	0	1	26
883651	0	0	37
883650	1	1	23
883649	0	1	33
883648	0	1	24
883647	0	2	30
883646	0	0	25
883645	1	2	33
883644	0	2	29
883643	0	0	33
883642	0	1	34
883641	1	0	31
883640	0	1	26
883639	0	1	29
883638	0	2	38
883637	0	0	45
883636	0	1	29
883635	0	3	29
883634	0	0	36
883633	0	0	26
883632	0	1	38
883631	0	0	27
883630	0	0	24
883629	0	0	37
883628	0	1	21
883627	0	0	32
883626	0	0	41
883625	0	0	38
883624	0	0	34
883623	0	1	33
883622	0	1	20
883621	0	2	28
883620	0	1	31
883619	0	1	37
883618	0	0	29
883617	0	2	24
883616	1	0	28
883615	0	0	34
883614	0	1	29
883613	0	0	26
883612	0	1	26
883611	0	0	23
883610	0	0	25
883609	1	0	30
883608	0	0	31
883607	0	1	27
883606	0	2	25
883605	0	1	39
883604	0	1	17
883603	0	0	33
883602	0	1	30
883601	1	0	22
883600	0	2	44
883599	0	3	29
883598	0	1	19
883597	0	0	29
883596	1	2	27
883595	0	2	17
883594	0	1	22
883593	0	1	19
883592	0	0	27
883591	0	0	20
883590	0	2	36
883589	1	0	31
883588	0	1	25
883587	0	0	35
883586	0	0	24
883585	0	0	31
883584	0	1	26
883583	0	1	26
883582	0	2	29
883581	1	0	36
883580	0	1	32
883579	0	0	23
883578	0	0	34
883577	0	1	24
883576	0	0	28
883575	0	1	39
883574	0	1	28
883573	0	0	30
883572	0	2	39
883571	0	3	26
883570	0	0	41
883569	0	2	36
883568	0	1	34
883567	0	0	28
883566	0	1	26
883565	0	0	38
883564	0	0	26
883563	0	0	34
883562	0	0	29
883561	0	1	20
883560	0	0	25
883559	0	1	23
883558	0	0	16
883557	0	0	26
883556	0	4	28
883555	0	0	23
883554	0	2	32
883553	0	0	21
883552	0	0	27
883551	0	0	29
883550	0	0	25
883549	1	3	19
883548	0	0	37
883547	0	0	29
883546	0	0	28
883545	0	1	18
883544	0	0	16
883543	0	0	26
883542	0	0	23
883541	0	0	29
883540	0	1	22
883539	0	0	22
883538	0	0	26
883537	0	0	39
883536	0	1	32
883535	0	0	21
883534	0	1	19
883533	0	1	23
883532	1	0	28
883531	0	1	25
883530	0	0	33
883529	1	3	33
883528	0	0	27
883527	0	2	29
883526	0	0	22
883525	0	1	38
883524	0	0	28
883523	0	3	30
883522	0	0	29
883521	1	0	25
883520	0	0	26
883519	0	0	23
883518	0	1	26
883517	0	1	28
883516	0	0	28
883515	1	0	30
883514	0	0	37
883513	0	1	26
883512	0	1	36
883511	0	1	31
883510	0	0	32
883509	0	0	32
883508	0	0	40
883507	0	1	38
883506	0	0	34
883505	0	0	40
883504	0	1	39
883503	0	1	25
883502	0	0	30
883501	0	0	27
883500	0	0	34
883499	0	1	21
883498	0	0	30
883497	1	1	29
883496	1	0	25
883495	0	1	19
883494	0	0	23
883493	0	1	27
883492	0	2	23
883491	1	1	26
883490	0	1	29
883489	0	0	21
883488	0	0	24
883487	0	0	23
883486	0	0	31
883485	0	1	25
883484	0	0	19
883483	0	1	31
883482	0	0	24
883481	0	0	21
883480	0	1	26
883479	0	1	19
883478	0	4	21
883477	0	0	25
883476	0	1	38
883475	1	0	38
883474	0	1	21
883473	0	2	38
883472	1	3	25
883471	0	0	29
883470	0	0	26
883469	0	0	31
883468	0	1	20
883467	0	2	28
883466	0	0	25
883465	0	1	31
883464	0	0	35
883463	1	0	22
883462	1	0	29
883461	0	0	29
883460	0	1	27
883459	0	0	28
883458	0	1	22
883457	0	1	15
883456	0	1	30
883455	0	0	27
883454	1	1	32
883453	0	2	31
883452	0	0	29
883451	0	1	28
883450	0	1	26
883449	0	1	31
883448	0	0	28
883447	0	0	28
883446	0	0	33
883445	0	2	23
883444	1	2	33
883443	0	0	33
883442	0	0	30
883441	0	0	26
883440	0	0	22
883439	0	0	29
883438	0	0	37
883437	0	1	29
883436	0	1	29
883435	0	1	28
883434	0	1	24
883433	0	0	30
883432	0	2	22
883431	0	2	29
883430	0	2	29
883429	0	0	23
883428	0	0	27
883427	0	1	17
883426	0	0	26
883425	0	0	19
883424	0	0	28
883423	0	0	24
883422	0	1	26
883421	0	1	32
883420	0	2	25
883419	0	1	20
883418	0	2	24
883417	0	0	38
883416	0	1	26
883415	0	0	21
883414	0	0	20
883413	0	0	16
883412	0	0	34
883411	0	2	28
883410	0	2	23
883409	0	1	26
883408	0	1	17
883407	1	0	25
883406	0	1	20
883405	0	1	34
883404	0	1	24
883403	0	3	28
883402	0	1	16
883401	0	0	36
883400	0	1	22
883399	0	0	31
883398	0	0	33
883397	0	2	32
883396	0	0	40
883395	0	2	26
883394	0	1	32
883393	0	0	25
883392	0	1	25
883391	2	1	33
883390	0	2	25
883389	0	3	30
883388	0	0	24
883387	0	2	30
883386	0	1	30
883385	0	1	25
883384	0	1	26
883383	0	1	28
883382	0	3	30
883381	1	0	30
883380	0	2	19
883379	0	1	25
883378	0	1	26
883377	0	2	31
883376	0	1	32
883375	0	0	21
883374	0	1	31
883373	0	1	29
883372	0	0	26
883371	0	0	16
883370	0	2	19
883369	0	2	26
883368	0	1	25
883367	0	2	31
883366	0	0	22
883365	0	0	23
883364	0	1	22
883363	0	0	32
883362	0	1	20
883361	0	2	21
883360	0	1	36
883359	0	0	31
883358	0	0	17
883357	0	0	34
883356	0	1	22
883355	0	0	25
883354	0	1	28
883353	0	1	30
883352	0	1	26
883351	0	0	29
883350	0	2	26
883349	0	1	28
883348	1	0	22
883347	0	1	22
883346	1	1	30
883345	0	0	29
883344	0	0	42
883343	0	0	32
883342	0	0	26
883341	0	1	32
883340	0	3	37
883339	0	0	27
883338	0	2	28
883337	0	0	29
883336	0	0	25
883335	0	0	34
883334	0	1	28
883333	0	0	29
883332	0	4	31
883331	0	1	22
883330	0	0	34
883329	0	0	26
883328	0	1	35
883327	0	0	26
883326	0	0	39
883325	0	1	27
883324	0	4	35
883323	0	2	29
883322	0	0	33
883321	0	1	30
883320	0	0	32
883319	0	0	22
883318	0	0	35
883317	0	1	32
883316	0	0	22
883315	0	1	21
883314	0	1	22
883313	0	1	20
883312	0	1	29
883311	0	1	27
883310	0	0	24
883309	0	2	37
883308	0	2	26
883307	0	0	28
883306	0	3	36
883305	0	0	26
883304	0	1	22
883303	0	0	27
883302	0	0	31
883301	0	1	27
883300	0	1	28
883299	0	2	30
883298	0	1	29
883297	0	0	29
883296	1	0	16
883295	0	0	36
883294	0	0	23
883293	0	3	32
883292	0	1	27
883291	0	1	35
883290	0	1	30
883289	0	0	33
883288	1	0	28
883287	0	1	29
883286	0	2	25
883285	0	2	17
883284	0	2	23
883283	0	0	30
883282	1	4	48
883281	0	1	26
883280	0	0	25
883279	0	2	28
883278	0	1	30
883277	1	1	29
883276	0	1	18
883275	0	0	31
883274	0	0	33
883273	0	1	31
883272	0	0	28
883271	0	2	34
883270	1	0	28
883269	0	1	27
883268	0	0	22
883267	0	0	26
883266	0	1	32
883265	0	0	27
883264	0	1	28
883263	0	3	26
883262	0	3	17
883261	0	1	33
883260	0	1	19
883259	1	1	27
883258	0	3	32
883257	0	2	27
883256	0	1	25
883255	0	0	23
883254	0	4	30
883253	0	1	30
883252	0	1	22
883251	0	2	25
883250	0	0	35
883249	0	1	24
883248	0	2	32
883247	1	0	18
883246	0	1	25
883245	0	1	35
883244	0	0	24
883243	0	1	18
883242	0	1	22
883241	0	0	26
883240	0	1	29
883239	0	1	23
883238	0	0	29
883237	0	1	23
883236	0	1	26
883235	0	1	26
883234	0	0	29
883233	0	0	40
883232	0	1	20
883231	0	1	23
883230	1	1	33
883229	1	0	25
883228	0	1	31
883227	0	1	24
883226	0	0	21
883225	0	2	25
883224	0	1	30
883223	0	0	21
883222	0	0	33
883221	0	1	22
883220	0	0	15
883219	0	0	28
883218	0	1	26
883217	0	0	22
883216	0	2	28
883215	0	2	29
883214	0	3	29
883213	0	1	28
883212	0	0	33
883211	0	1	24
883210	0	1	27
883209	0	1	54
883208	1	1	37
883207	0	2	30
883206	1	1	30
883205	0	3	26
883204	0	2	35
883203	0	0	27
883202	0	0	35
883201	0	1	31
883200	0	1	33
883199	0	1	28
883198	0	0	14
883197	0	1	26
883196	0	0	22
883195	0	0	34
883194	1	0	26
883193	0	2	28
883192	0	3	32
883191	0	0	22
883190	0	0	31
883189	0	2	35
883188	0	0	35
883187	0	0	28
883186	0	4	18
883185	0	0	33
883184	0	0	22
883183	0	2	35
883182	0	3	27
883181	0	0	34
883180	0	0	21
883179	0	0	27
883178	0	0	24
883177	0	0	21
883176	0	0	35
883175	0	0	20
883174	0	0	28
883173	1	1	21
883172	0	0	27
883171	0	0	29
883170	0	0	26
883169	0	1	24
883168	0	1	25
883167	1	1	36
883166	1	1	29
883165	0	1	23
883164	0	0	26
883163	0	0	32
883162	0	0	33
883161	0	3	20
883160	0	2	29
883159	0	1	29
883158	1	0	26
883157	1	0	26
883156	0	1	35
883155	0	2	38
883154	0	0	18
883153	0	1	29
883152	0	0	27
883151	0	0	35
883150	0	2	27
883149	0	0	19
883148	0	0	29
883147	0	2	23
883146	0	2	30
883145	0	3	34
883144	0	0	27
883143	0	1	33
883142	0	1	37
883141	0	0	33
883140	0	0	20
883139	0	1	28
883138	0	4	26
883137	0	0	33
883136	0	2	26
883135	0	1	27
883134	0	2	22
883133	0	1	27
883132	0	0	23
883131	0	1	22
883130	0	1	23
883129	0	1	25
883128	0	0	23
883127	0	0	29
883126	0	0	28
883125	0	1	23
883124	0	2	33
883123	0	0	27
883122	0	1	30
883121	0	0	17
883120	0	1	32
883119	0	0	22
883118	0	1	27
883117	1	0	23
883116	0	0	24
883115	0	1	19
883114	0	1	25
883113	0	2	25
883112	0	1	26
883111	0	0	20
883110	0	1	25
883109	0	3	36
883108	0	0	28
883107	0	1	21
883106	0	1	15
883105	0	1	25
883104	0	2	28
883103	0	0	36
883102	0	0	21
883101	1	0	36
883100	0	0	31
883099	0	0	28
883098	0	1	17
883097	1	0	14
883096	0	0	34
883095	0	2	30
883094	0	0	31
883093	0	0	21
883092	0	0	22
883091	0	0	36
883090	0	0	23
883089	0	2	28
883088	0	3	37
883087	0	1	43
883086	0	2	28
883085	0	1	24
883084	0	1	35
883083	0	2	29
883082	0	1	27
883081	0	1	30
883080	0	1	29
883079	0	5	27
883078	1	2	39
883077	0	0	32
883076	0	0	30
883075	0	1	19
883074	0	1	19
883073	1	1	23
883072	1	1	32
883071	0	1	28
883070	0	4	24
883069	1	2	32
883068	0	0	23
883067	1	0	26
883066	1	2	30
883065	0	0	19
883064	0	2	33
883063	0	0	26
883062	0	2	32
883061	1	0	24
883060	0	0	40
883059	0	2	28
883058	0	1	39
883057	1	0	31
883056	0	1	21
883055	0	0	29
883054	0	2	29
883053	0	1	29
883052	0	1	29
883051	0	0	24
883050	0	0	24
883049	0	2	32
883048	0	0	26
883047	0	2	25
883046	0	1	31
883045	0	0	31
883044	0	0	18
883043	0	1	28
883042	0	0	27
883041	0	0	32
883040	0	0	37
883039	0	1	28
883038	1	1	32
883037	0	2	32
883036	0	0	46
883035	1	1	31
883034	0	1	29
883033	0	1	27
883032	0	0	26
883031	0	0	30
883030	0	1	18
883029	0	0	41
883028	0	1	34
883027	0	0	19
883026	0	0	30
883025	0	1	27
883024	0	0	24
883023	0	1	33
883022	0	1	35
883021	1	0	25
883020	0	0	33
883019	0	1	29
883018	0	1	16
883017	0	0	28
883016	0	0	28
883015	0	3	26
883014	0	0	19
883013	0	0	23
883012	0	2	23
883011	0	1	32
883010	0	1	25
883009	0	2	23
883008	0	1	27
883007	0	1	27
883006	0	0	28
883005	0	2	30
883004	0	0	20
883003	0	0	32
883002	0	0	13
883001	0	2	24
883000	0	2	27
882999	0	1	29
882998	0	1	23
882997	0	0	26
882996	0	1	23
882995	0	1	32
882994	0	1	31
882993	0	0	33
882992	0	1	26
882991	0	0	21
882990	0	1	41
882989	0	1	22
882988	0	2	26
882987	0	0	26
882986	0	2	37
882985	0	0	25
882984	0	1	34
882983	0	0	26
882982	1	1	39
882981	0	0	22
882980	0	2	30
882979	0	1	35
882978	0	0	30
882977	0	2	21
882976	0	1	24
882975	0	1	30
882974	0	1	31
882973	1	0	25
882972	0	1	15
882971	1	2	23
882970	0	1	21
882969	0	0	21
882968	0	0	23
882967	0	0	27
882966	0	0	26
882965	0	0	29
882964	0	2	27
882963	0	0	36
882962	1	1	16
882961	0	1	25
882960	0	1	22
882959	0	3	26
882958	0	4	40
882957	0	0	26
882956	0	0	28
882955	0	3	25
882954	0	0	39
882953	0	0	28
882952	0	1	34
882951	0	1	30
882950	0	1	17
882949	0	1	41
882948	0	1	27
882947	0	2	24
882946	0	0	23
882945	0	1	24
882944	0	0	16
882943	1	0	28
882942	1	1	21
882941	0	0	25
882940	0	0	31
882939	0	4	20
882938	0	1	20
882937	0	1	28
882936	0	0	26
882935	0	0	24
882934	0	1	31
882933	0	2	39
882932	0	2	28
882931	0	0	26
882930	0	2	27
882929	0	1	37
882928	0	1	24
882927	0	0	28
882926	0	0	34
882925	0	1	39
882924	0	2	27
882923	1	1	30
882922	0	0	25
882921	0	1	28
882920	0	0	23
882919	0	0	26
882918	0	0	28
882917	0	1	25
882916	0	2	34
882915	0	1	26
882914	0	1	37
882913	0	1	45
882912	0	2	29
882911	0	0	37
882910	0	0	50
882909	0	0	33
882908	0	2	44
882907	0	0	31
882906	0	0	33
882905	0	0	39
882904	0	2	34
882903	0	1	26
882902	1	0	36
882901	0	0	22
882900	0	0	48
882899	0	2	30
882898	0	2	32
882897	0	0	28
882896	0	0	32
882895	0	1	23
882894	0	0	20
882893	0	1	27
882892	0	3	33
882891	0	0	29
882890	0	0	27
882889	0	0	33
882888	0	1	21
882887	0	0	31
882886	0	1	31
882885	0	1	20
882884	0	0	31
882883	0	0	31
882882	0	0	27
882881	1	0	34
882880	0	1	26
882879	0	1	25
882878	0	0	24
882877	0	3	28
882876	0	0	18
882875	0	1	25
882874	0	0	19
882873	0	0	30
882872	0	0	22
882871	0	0	23
882870	0	0	21
882869	0	0	36
882868	0	1	22
882867	0	2	35
882866	0	2	28
882865	0	0	23
882864	0	1	39
882863	0	0	40
882862	0	0	27
882861	1	0	27
882860	0	1	25
882859	0	1	22
882858	0	2	21
882857	0	0	22
882856	1	1	29
882855	0	0	36
882854	1	1	37
882853	0	3	24
882852	0	0	32
882851	0	0	26
882850	0	1	36
882849	0	0	40
882848	0	0	38
882847	0	2	31
882846	1	1	33
882845	0	1	18
882844	0	2	33
882843	0	0	27
882842	0	0	26
882841	1	2	34
882840	0	1	28
882839	0	1	21
882838	0	0	30
882837	0	2	27
882836	0	0	29
882835	0	0	27
882834	0	0	28
882833	0	2	25
882832	0	1	32
882831	0	0	29
882830	0	0	26
882829	0	0	32
882828	0	2	30
882827	0	1	33
882826	0	0	34
882825	0	1	19
882824	0	1	25
882823	0	0	25
882822	1	0	26
882821	0	1	22
882820	0	0	20
882819	0	0	28
882818	0	0	17
882817	1	1	25
882816	0	2	15
882815	0	0	24
882814	0	0	29
882813	0	0	27
882812	0	0	36
882811	0	0	21
882810	0	0	28
882809	0	1	29
882808	0	0	20
882807	0	0	22
882806	0	1	33
882805	0	0	26
882804	0	0	28
882803	0	1	26
882802	0	0	32
882801	1	1	23
882800	0	2	28
882799	0	1	32
882798	0	0	28
882797	0	0	35
882796	0	0	27
882795	1	0	23
882794	0	0	32
882793	0	2	41
882792	0	2	23
882791	0	1	24
882790	0	1	24
882789	0	2	25
882788	0	0	21
882787	0	0	37
882786	0	1	28
882785	1	1	34
882784	1	0	24
882783	0	0	33
882782	0	1	32
882781	0	1	26
882780	0	0	20
882779	0	1	25
882778	0	0	18
882777	0	0	23
882776	0	1	20
882775	0	2	33
882774	0	0	24
882773	0	1	31
882772	0	1	19
882771	0	0	24
882770	0	1	26
882769	0	0	34
882768	0	1	26
882767	0	2	23
882766	0	1	20
882765	1	2	31
882764	0	0	32
882763	0	1	23
882762	0	1	27
882761	0	1	29
882760	0	1	23
882759	0	2	15
882758	0	4	27
882757	0	1	26
882756	0	1	32
882755	0	1	28
882754	0	0	26
882753	0	0	20
882752	0	1	36
882751	0	0	33
882750	0	1	28
882749	0	1	27
882748	0	1	29
882747	0	1	27
882746	0	0	34
882745	0	1	21
882744	0	0	33
882743	0	0	29
882742	0	0	31
882741	0	0	37
882740	0	0	29
882739	0	1	29
882738	0	0	35
882737	0	0	30
882736	0	1	35
882735	0	2	35
882734	0	1	29
882733	0	1	30
882732	0	0	30
882731	2	1	30
882730	0	3	26
882729	1	1	23
882728	1	1	33
882727	0	0	26
882726	0	1	25
882725	0	1	28
882724	0	1	28
882723	0	1	29
882722	0	2	20
882721	0	0	24
882720	2	0	27
882719	1	0	28
882718	0	2	23
882717	0	0	30
882716	0	0	33
882715	0	1	25
882714	1	0	24
882713	0	0	34
882712	0	1	39
882711	0	0	37
882710	0	1	20
882709	0	3	29
882708	0	3	30
882707	0	0	30
882706	0	2	21
882705	0	1	31
882704	0	1	28
882703	0	1	25
882702	0	0	27
882701	0	1	31
882700	0	2	28
882699	0	3	20
882698	0	1	25
882697	0	0	31
882696	0	1	26
882695	0	1	24
882694	0	2	23
882693	0	1	31
882692	0	1	34
882691	0	1	13
882690	2	1	25
882689	0	1	32
882688	0	1	26
882687	0	1	34
882686	0	1	27
882685	0	0	26
882684	0	2	17
882683	0	0	24
882682	0	0	24
882681	0	0	30
882680	0	1	31
882679	0	1	34
882678	0	1	25
882677	0	1	34
882676	0	0	19
882675	0	0	24
882674	0	0	31
882673	0	0	31
882672	0	2	34
882671	0	0	23
882670	0	0	32
882669	0	1	37
882668	0	0	35
882667	0	0	24
882666	0	1	31
882665	0	0	23
882664	0	1	32
882663	0	2	35
882662	0	2	24
882661	0	1	23
882660	0	1	29
882659	0	0	27
882658	0	0	28
882657	1	0	23
882656	0	1	21
882655	0	0	28
882654	0	0	32
882653	0	0	16
882652	0	0	24
882651	0	0	30
882650	0	0	26
882649	0	1	30
882648	0	0	33
882647	0	2	28
882646	0	1	32
882645	0	0	27
882644	0	1	40
882643	0	1	23
882642	0	0	19
882641	0	0	25
882640	0	1	22
882639	0	1	39
882638	0	1	24
882637	0	2	25
882636	0	0	32
882635	0	0	29
882634	0	1	25
